ID,Cluster,MT Score,YAP,PI3KAKT,TGFB,WNT,MAPK,FOXO,TNF,NOTCH,HIF1,CD8
TCGA.H7.A76A.01,Cluster III,4532.073182,3383.399551,3045.133816,3452.63544,2643.889443,3040.863209,4177.04161,4570.956617,4533.491487,4646.045618,891.1565392
TCGA.HD.7229.01,Cluster III,3221.792202,3564.425992,3143.426099,3434.633634,2510.165864,3189.802666,4463.513808,4704.675807,4798.236847,4570.963622,-358.7574439
TCGA.HD.7753.01,Cluster III,4493.543571,4075.204948,3521.304146,4188.020742,3073.191072,3456.34562,4579.667962,5040.273264,5049.18727,4807.317671,-2572.578739
TCGA.HD.7754.01,Cluster III,4380.956368,3891.931986,3319.302971,3870.771615,2960.274228,3148.360262,4492.698844,3927.945978,5046.615124,4757.028038,-3404.743179
TCGA.HD.7831.01,Cluster III,5880.679532,4424.334758,3661.926097,4755.11311,3603.712601,3587.509973,4702.624258,4432.987261,5394.593475,4906.086216,-4409.625106
TCGA.HD.7832.01,Cluster III,3464.244418,3626.045756,3027.891839,3320.354998,2621.847943,2944.543083,4106.988306,4193.596178,4566.404542,4357.227656,-1897.245015
TCGA.HD.7917.01,Cluster III,3997.775541,3525.949794,3086.178779,3455.046682,2491.337302,2976.977026,4120.304782,4137.88591,4395.072478,4634.951806,-3690.892971
TCGA.HD.8224.01,Cluster III,3423.846967,3527.110764,3274.200859,3566.930174,2728.552127,3228.625269,4681.209561,3747.451001,4621.026452,4952.103222,-2854.477863
TCGA.HD.8634.01,Cluster III,3753.281528,3715.383613,3013.874371,3727.863275,2366.572558,3109.888473,4261.62143,4343.206687,4709.739871,4378.728662,-2785.050332
TCGA.HD.8635.01,Cluster III,4008.412143,3776.225442,3386.604001,3943.8428,2796.936216,3384.150754,4664.574313,4470.918915,4890.038456,4949.815325,-2423.579443
TCGA.HD.A4C1.01,Cluster III,4472.075764,3696.164013,3229.156362,3576.475166,2652.110264,3209.182242,4229.364873,4557.094551,4809.182661,4501.691819,-2079.208492
TCGA.HD.A633.01,Cluster III,4264.844323,3421.372545,2983.432386,3453.596051,2412.556603,3139.603461,4163.042528,4275.372228,4490.179844,4391.67516,-3750.488468
TCGA.HD.A6HZ.01,Cluster III,4972.711456,3785.883999,3448.158556,3804.737789,2894.582543,3290.735784,4546.278138,4894.808036,4617.518668,5233.188888,-2374.627835
TCGA.HD.A6I0.01,Cluster III,3745.39246,3090.578322,2758.920389,2728.550545,1901.265021,2885.225847,3453.085905,4155.484715,3970.988415,3817.535695,-555.3398034
TCGA.HL.7533.01,Cluster III,3414.950269,3753.691167,2966.200972,3581.208817,2523.023804,2980.365872,4314.936895,4271.270621,4963.806801,4701.195295,606.3134085
TCGA.IQ.7630.01,Cluster III,3878.83855,3658.90302,3172.918067,3641.398445,2706.320249,3137.98856,4373.541236,4556.955197,4760.23106,4566.31363,-2560.298944
TCGA.IQ.7632.01,Cluster III,4274.473271,3776.99697,2934.254446,3889.472881,2695.347241,3199.802537,4405.231967,4395.004983,4609.784982,4413.50963,-3226.472304
TCGA.IQ.A61E.01,Cluster III,4143.666751,3658.686774,3135.659648,3576.024186,2537.948053,3110.355043,4312.531199,4769.905288,4805.920374,4584.566824,-1349.01805
TCGA.IQ.A61G.01,Cluster III,3099.660036,3419.58743,2606.64683,3017.348964,2267.56827,3022.990253,3798.144327,4598.858702,4202.371858,4327.526877,-4072.050512
TCGA.IQ.A61H.01,Cluster III,4291.691102,3701.468116,3150.327017,3699.130964,2977.746205,3044.229031,4446.487248,3998.154766,4696.217994,4932.785369,-2976.744044
TCGA.IQ.A61I.01,Cluster III,3142.926111,3387.273053,2508.106526,2851.761247,2179.145302,2639.795578,3915.398308,4493.3745,4322.602836,4028.753951,-1640.746725
TCGA.IQ.A61J.01,Cluster III,4299.994987,3914.004501,3351.593871,4005.290279,2923.508992,3372.056292,4475.781315,4304.518114,5091.566786,4586.415231,-2317.564396
TCGA.IQ.A61O.01,Cluster III,5519.112653,3695.685942,3349.319524,4043.922991,3098.281692,3351.674229,4320.586745,4136.916427,5002.275721,4827.900675,-2848.885918
TCGA.IQ.A6SG.01,Cluster III,4041.792168,3776.614157,2949.449443,3603.034744,2742.754505,3156.82884,3931.813415,4024.293757,4594.712431,4703.487031,-4090.609709
TCGA.IQ.A6SH.01,Cluster III,3714.315834,3208.997031,2983.720044,3276.1503,2185.870346,2899.66538,3866.290688,4521.880606,4440.446345,4396.031858,-1678.293683
TCGA.KU.A66T.01,Cluster III,3863.858827,3685.683509,3003.911555,3696.129886,2544.247857,2984.947337,4212.076472,4132.17614,4799.940637,4592.422888,-5311.081005
TCGA.KU.A6H7.01,Cluster III,2974.932737,3260.070734,2670.018138,2802.420073,2148.220876,2680.823969,3845.653813,4147.72163,4374.018806,4213.578587,2907.999588
TCGA.KU.A6H7.06,Cluster III,2198.438291,3096.973721,2399.364765,2248.249124,1925.693726,2527.136934,3486.397483,3906.53425,3728.645366,3863.387274,2514.079716
TCGA.MT.A51W.01,Cluster III,3750.84297,3641.171978,3077.086155,3543.001131,2510.117794,3188.945522,4220.304046,4749.102938,4593.463643,4570.369138,-1124.442603
TCGA.MT.A51X.01,Cluster III,3649.149593,3618.586799,3075.784964,3513.228505,2610.19939,3192.446702,4363.941737,4257.705825,4593.028089,4447.336899,-2814.672629
TCGA.MT.A67A.01,Cluster III,3267.180403,3164.363573,2468.560956,2788.961488,2077.450905,2637.884225,3747.402427,3664.512143,4272.651298,4093.269992,-776.9244987
TCGA.MT.A67D.01,Cluster III,4572.782489,3525.580341,3299.022175,3469.633048,2702.895203,3336.713865,4124.834107,4978.72926,4653.608381,4848.293738,-2338.525015
TCGA.MT.A67F.01,Cluster III,4671.202482,3410.665132,3301.248022,3477.671184,2169.135349,3589.438882,4320.563451,5426.139322,4353.564316,4789.647128,3922.550834
TCGA.MZ.A5BI.01,Cluster III,4343.801011,3617.352391,3355.190309,3396.944094,2507.04623,3232.132068,4188.810604,5339.563647,4407.340421,4922.257076,-10.39936572
TCGA.MZ.A6I9.01,Cluster III,2822.124674,3245.445844,2424.687194,3011.562564,2103.537384,2459.850988,3826.199395,3538.798907,4462.227057,4344.489891,-3214.932063
TCGA.MZ.A7D7.01,Cluster III,4127.255323,3184.083755,2656.780408,3186.886706,2126.945792,2783.428693,4024.778504,4046.224545,3609.700321,3943.242386,-3843.868493
TCGA.P3.A5Q6.01,Cluster III,4232.93633,3742.675636,3087.732795,3443.308836,2983.019023,3057.696136,3974.265281,3640.538048,4484.099678,4416.540061,-4061.109369
TCGA.P3.A5QA.01,Cluster III,5747.531083,3920.923061,3410.695659,4353.187406,3013.136835,3504.183661,4704.840245,5024.194099,4949.558838,4742.367564,-4574.146239
TCGA.P3.A5QE.01,Cluster III,2892.412614,3932.332142,2935.561963,3160.683818,2775.466941,3149.612029,4309.704508,4905.890472,4772.741552,4606.028557,3209.713033
TCGA.P3.A5QF.01,Cluster III,2973.330829,3232.538051,2498.002178,2995.312791,2107.741498,2499.646521,4070.159971,3585.203971,4417.539957,4292.548025,-2610.025056
TCGA.P3.A6SW.01,Cluster III,3051.372554,3321.58011,2797.474004,3062.210775,2358.547823,2565.206813,4009.018371,3781.03195,4874.235893,4265.833085,552.6984604
TCGA.P3.A6SX.01,Cluster III,4142.894207,3609.933182,2993.158255,3559.569028,2875.516069,2934.386793,4452.415955,3798.696398,4990.065506,4625.468425,-4027.729108
TCGA.P3.A6T0.01,Cluster III,4245.945713,3700.625173,3181.642744,3801.54113,2573.213421,3180.554048,4380.120927,4340.022165,4431.761897,4757.068478,-4223.109656
TCGA.P3.A6T2.01,Cluster III,4684.39392,3613.333436,3188.412775,3742.857319,2634.084282,3203.593308,4459.664234,4650.165708,4372.22074,4242.727874,-2730.323443
TCGA.P3.A6T3.01,Cluster III,3778.568539,3942.522686,2936.135729,3541.133287,2638.759773,3246.673282,4309.330403,4586.899351,4705.381925,4588.655548,-3636.770335
TCGA.P3.A6T4.01,Cluster III,3267.653081,3421.469847,2721.359048,3283.460434,2690.816169,2972.554971,4190.537113,4375.847979,4775.745857,4309.958233,-2705.690547
TCGA.P3.A6T5.01,Cluster III,3985.867909,3726.448517,3017.849042,3399.541082,2705.252148,3010.054337,3916.230098,4263.502461,4797.925052,4374.7306,-3296.827717
TCGA.P3.A6T7.01,Cluster III,4039.31425,3436.593167,2923.060601,3191.112337,2641.784915,2989.028797,3971.239675,4431.266777,4781.786099,4494.026164,-1839.799267
TCGA.P3.A6T8.01,Cluster III,5431.233388,4053.499122,3622.450465,3981.127041,3327.765377,3562.663358,4575.686403,4656.356954,4973.596714,4554.382214,-4630.148562
TCGA.QK.A64Z.01,Cluster III,3857.573421,3663.312657,3078.458232,3550.1497,2879.419161,2950.096145,4306.08715,4407.559297,4780.785404,4191.624451,-2860.613256
TCGA.QK.A652.01,Cluster III,3818.610795,3693.706253,3082.869221,3596.611859,2755.849604,3232.241235,4275.611867,4395.329547,4720.93547,4496.99132,-2166.595673
TCGA.QK.A6IF.01,Cluster III,4068.315817,3661.637443,3379.277474,3624.672947,2901.872155,3197.904691,4148.856239,4641.904799,5019.744895,4751.034305,447.5327697
TCGA.QK.A6IG.01,Cluster III,4286.158931,3540.743309,2855.295343,3215.398646,2490.41777,2956.806149,3982.66911,4607.220261,4453.384151,4250.864228,-872.8394823
TCGA.QK.A6IH.01,Cluster III,3879.67312,3422.220785,2873.794944,3249.253707,2307.013094,2969.605437,3829.783862,4134.592278,4407.220343,4273.142509,-3279.622253
TCGA.QK.A6II.01,Cluster III,3303.216227,3359.519666,2632.766054,2888.230676,2026.694293,3089.551223,3785.828356,4326.456276,4160.890462,4165.691978,-2405.56029
TCGA.QK.A6IJ.01,Cluster III,2687.203721,3153.162186,2535.651599,2260.522722,1806.447143,2611.536778,3401.306051,4199.056151,4242.807639,4017.858715,-3229.341091
TCGA.QK.A6V9.01,Cluster III,2778.631598,3435.362496,2575.453343,2765.60435,2321.123376,2884.107891,4275.743984,4427.742373,4740.48437,4696.443611,857.2763095
TCGA.QK.A6VB.01,Cluster III,3510.798834,3442.294738,2751.346283,3133.00939,2426.407322,2665.740135,4215.206055,3566.257079,4654.719413,4515.294222,-4505.853244
TCGA.QK.A6VC.01,Cluster III,3450.09653,3462.031009,2941.658894,3500.607292,2468.532916,3277.122784,4219.156795,5459.756708,4643.872537,4727.75102,104.3958018
TCGA.QK.A8Z7.01,Cluster III,3905.745937,3592.708296,2751.300598,3234.542695,2940.75701,2669.108429,4036.198097,2906.307203,5016.620013,4328.274235,-3312.415745
TCGA.QK.A8Z8.01,Cluster III,3344.256466,3450.04614,2838.372469,3034.549043,2480.791848,2762.501307,4229.007158,4112.884397,4832.421844,4659.89698,-3471.774028
TCGA.QK.A8Z9.01,Cluster III,4689.367111,4142.106537,3407.028146,4172.870169,3376.090914,3193.949927,4137.776613,3976.191869,5383.616178,4701.352742,-2218.239467
TCGA.QK.A8ZA.01,Cluster III,3443.955164,3455.951601,2893.982335,2954.696876,2655.96204,2809.584508,3928.399827,3646.153361,4670.355731,4531.272032,-4408.304009
TCGA.QK.A8ZB.01,Cluster III,4208.352651,3878.618923,3258.306151,3930.654925,3022.61872,3475.284568,4458.12984,4422.250976,4746.178327,4920.70866,-4136.497491
TCGA.QK.AA3J.01,Cluster III,3073.266411,3638.543161,2739.239609,3233.938199,2620.647881,3012.464691,4147.262951,4178.013957,4902.850584,4390.094096,-2771.551633
TCGA.QK.AA3K.01,Cluster III,5702.684863,3358.889945,3274.619575,3804.987506,2552.392585,3149.600622,4069.869525,4486.877688,5154.728926,4595.294991,1145.837429
TCGA.RS.A6TO.01,Cluster III,4332.45585,3619.277467,2990.655322,3701.956711,2622.134063,2894.768912,3980.869363,4045.485475,4738.480878,4332.973029,-893.0421196
TCGA.RS.A6TP.01,Cluster III,2300.524602,3465.372425,2591.844361,3053.322698,2142.480456,2888.725301,4482.126996,4530.324678,4870.466202,4513.059424,-1687.163262
TCGA.T2.A6WX.01,Cluster III,3729.967529,3325.502891,3035.85533,3064.138314,2170.987008,2946.708395,4049.814393,4642.404253,4586.063793,4539.957977,4201.802248
TCGA.T2.A6WZ.01,Cluster III,3286.403626,3297.420188,2680.139046,3044.568976,2296.292688,2673.504269,3572.246783,3576.153803,4229.810415,4099.335566,-2265.821718
TCGA.T2.A6X0.01,Cluster III,3541.854848,3339.879929,2736.751916,3324.081006,2442.887771,2705.584982,4163.493369,3640.557978,4769.603769,4862.753029,342.615345
TCGA.T2.A6X2.01,Cluster III,4022.759558,3746.961897,3151.032344,3681.240063,2498.838232,3109.268358,4124.844301,4227.584955,4728.41538,4310.60401,-347.311047
TCGA.T3.A92M.01,Cluster III,4403.338967,3710.281155,3202.040368,3501.573859,2904.823042,3115.999691,4142.314965,4259.523286,5049.16213,4558.706801,-1017.436187
TCGA.T3.A92N.01,Cluster III,3856.107074,3564.189961,2976.239208,3308.958996,2565.153894,2823.60184,4248.203222,4238.753305,4717.183172,4532.842257,-1784.374093
TCGA.TN.A7HI.01,Cluster III,3806.901386,3224.342326,2569.826719,2819.230937,2257.051104,2504.119076,3568.866873,3637.940624,4248.282738,3774.526151,679.5388216
TCGA.TN.A7HJ.01,Cluster III,3481.673481,3530.339765,2937.841032,3416.253269,2335.535041,2939.411472,4086.650421,4046.875498,4746.226258,4552.414483,-4428.380117
TCGA.TN.A7HL.01,Cluster III,2721.991668,3064.780187,2655.145663,2766.971498,1953.624482,2771.507422,3804.717896,4465.999051,4274.54534,4609.828636,3916.527029
TCGA.UF.A718.01,Cluster III,4218.369193,3920.169783,3278.825361,4033.020947,3071.078424,3223.037007,4088.668832,4416.297707,4973.675191,4922.211489,-2131.33335
TCGA.UF.A719.01,Cluster III,3384.085549,3658.680175,2758.659682,2769.0878,2652.633788,2938.798413,3891.080607,4257.663337,4598.111517,4412.030904,-3398.418268
TCGA.UF.A71A.01,Cluster III,4765.582858,4039.041012,3049.001221,3820.452734,3164.226032,2928.896963,4246.883907,3297.813497,5082.200468,4759.462303,-4889.967892
TCGA.UF.A71A.06,Cluster III,3825.305452,3631.47921,2770.145361,3249.877725,2891.150656,2739.705175,4140.720384,3178.980013,4851.24785,4600.578731,-4842.775263
TCGA.UF.A71B.01,Cluster III,4815.920544,3763.592773,3253.224326,3631.476494,2947.477306,3161.6829,4073.906162,4708.589437,4609.405931,4739.882207,-3104.761897
TCGA.UF.A71D.01,Cluster III,3539.154726,3652.983945,2881.014044,3171.182861,2527.799755,2942.896042,4320.979608,3971.185486,4494.593433,4745.559863,-2808.403649
TCGA.UF.A71E.01,Cluster III,4508.856867,3792.41678,2857.254715,3426.446371,2696.053234,2881.00885,4029.56102,3954.184615,4558.522998,4549.017464,-4339.940058
TCGA.UF.A7J9.01,Cluster III,5524.131468,4161.843236,3405.566128,4310.972596,3409.271611,3365.675807,4607.294836,4209.060699,4992.426058,4949.96818,-4198.112914
TCGA.UF.A7JA.01,Cluster III,3833.522649,3704.394535,3004.195703,3258.677781,3180.65557,3048.893654,4150.495544,3946.846637,5114.542904,4759.950452,-4340.592492
TCGA.UF.A7JC.01,Cluster III,3182.09231,3663.564641,2861.939532,3312.10826,2594.397822,3097.52442,4133.504067,4377.526081,4717.746341,4714.746845,-4382.384944
TCGA.UF.A7JD.01,Cluster III,5540.091657,4085.45773,3416.110602,4137.705678,2996.727831,3421.737601,4657.15117,4958.995178,5102.456646,4939.053659,-4503.709247
TCGA.UF.A7JF.01,Cluster III,3466.650239,3584.457941,2690.201822,2501.456416,2530.93165,2777.913309,3824.117524,4024.393028,4248.284482,4432.210737,-3563.369005
TCGA.UF.A7JH.01,Cluster III,4587.43196,3533.261935,3166.140244,3364.476395,2710.209528,3273.030909,4323.423556,4061.943423,4640.267139,4897.080442,-2120.778829
TCGA.UF.A7JJ.01,Cluster III,4569.335419,3576.999717,3248.222567,3776.133929,2874.467557,3247.898118,4331.3889,4558.582567,4851.467287,4717.937842,272.9773172
TCGA.UF.A7JK.01,Cluster III,3699.070936,4032.760153,2915.485613,3478.793074,3174.691717,2887.558763,4234.098891,3655.18295,4969.023228,4575.781726,-4619.230996
TCGA.UF.A7JO.01,Cluster III,4114.244567,3423.635219,2835.858945,3233.13064,2669.939052,2712.726955,3994.014913,4155.795615,4580.144388,4586.991576,844.3405346
TCGA.UF.A7JT.01,Cluster III,4286.090342,3253.801824,3039.742465,3236.172487,2240.790073,2903.405679,3932.593333,4688.220385,4555.269947,4380.996719,2477.462162
TCGA.UF.A7JV.01,Cluster III,5072.867407,3777.475143,3331.514568,3809.500923,2677.36422,3416.546939,4472.428171,5330.313072,4765.800656,4716.430753,-1731.367965
TCGA.UP.A6WW.01,Cluster III,3145.736067,3356.379841,2730.369776,2831.872165,2163.811815,2744.49506,3634.908571,4147.732974,4307.444308,4497.387555,534.3307113
TCGA.WA.A7GZ.01,Cluster III,3744.581428,3912.762295,2902.039295,3749.077679,2957.884661,3195.467372,4126.477375,3919.685954,4723.890912,4273.011494,-6136.720535
TCGA.WA.A7H4.01,Cluster III,4368.739939,3796.241591,3347.824296,3747.740914,2916.711047,3169.920946,4322.113602,4146.868655,5224.651069,4604.190977,-4285.457162
TCGA.B0.4688.01,Cluster III,4321.856492,3465.57336,3316.640539,3655.838206,2869.419346,3159.008037,4293.719568,3842.968641,4269.985162,4688.575138,-3097.245939
TCGA.DU.A5TP.01,Cluster III,3716.503711,3565.054231,2829.083405,4010.50332,2777.903262,3465.012319,4430.171153,3495.918816,5502.421823,5197.488839,-4363.933794
TCGA.E1.A7YE.01,Cluster III,4254.781034,3462.820607,3058.22637,3888.854761,2662.654465,3375.784942,4505.869485,3274.079938,5881.234422,4943.719458,-5760.862644
TCGA.FG.A4MU.01,Cluster III,3754.008403,3508.85944,3252.650515,3636.616708,2484.013021,3343.537063,4426.842168,3406.088365,5718.763598,5259.529852,-5065.282074
TCGA.TM.A84C.01,Cluster III,4316.688702,3635.13546,3117.42953,3949.280537,2824.839883,3480.381697,4407.296807,3345.007175,4873.992794,4924.677066,-5674.614283
TCGA.CC.A1HT.01,Cluster III,3737.011692,2882.919238,2933.744093,3405.710967,1783.639316,2821.407446,4152.614563,4799.26753,4278.129749,4814.764859,279.4362596
TCGA.CC.A3M9.01,Cluster III,4160.071803,2815.076008,2997.25654,3033.953075,2057.344183,3202.252133,4050.725626,4398.460286,4535.948264,4970.870884,5374.575156
TCGA.CC.A7IJ.01,Cluster III,5300.29347,3347.167422,2951.868401,3444.422834,2802.901856,3053.673024,4177.716753,3789.397724,4570.945411,4508.086641,3608.399131
TCGA.05.4250.01,Cluster III,3949.623046,3201.152207,3261.117912,3477.916017,2419.83281,3231.677943,4452.921278,4545.110749,4801.15698,4866.484442,1275.978999
TCGA.05.4395.01,Cluster III,3353.177634,3053.699462,3007.430272,3083.707479,2166.588204,2948.593139,4461.416511,4464.231643,4321.268078,4694.910426,-1773.188973
TCGA.05.4398.01,Cluster III,3114.076032,3053.367356,3175.216818,3184.853501,2176.94129,3131.299388,4114.936623,4877.427796,4703.564126,4990.801039,-1467.785438
TCGA.05.5428.01,Cluster III,2711.417685,2610.332474,2594.608503,2694.495374,1730.968361,2427.620165,3599.824538,3943.229261,3646.536587,4313.230621,-1450.316061
TCGA.35.4123.01,Cluster III,4299.432101,2960.382919,3159.478652,3411.987559,2201.655482,3033.437919,4076.388366,4736.60491,4498.031168,4564.90877,5194.486728
TCGA.35.5375.01,Cluster III,3804.305711,2733.218216,2590.223726,2841.932885,1933.756283,2414.667644,3800.632448,3837.838387,4429.984355,4165.000118,663.0732343
TCGA.38.4629.01,Cluster III,4197.234712,3284.274766,3429.289043,3512.958839,2411.955441,3259.88928,4199.447946,4625.445143,4448.123665,5054.235237,808.9617417
TCGA.38.4632.01,Cluster III,3785.875214,2842.316278,3046.309568,2970.101273,2137.164982,2827.203745,4049.364948,4364.325145,4143.167895,4593.19472,-460.4154074
TCGA.44.2662.01,Cluster III,3554.745646,2812.910933,3418.004498,2991.907703,2189.394829,3299.545616,4347.197752,4862.334491,4835.19099,5353.14208,-3042.008961
TCGA.44.2668.01,Cluster III,4570.345591,3484.612635,3568.676084,3559.907691,2675.534611,3469.673172,4651.583448,5890.333951,4864.885167,5246.674763,763.6552586
TCGA.44.3396.01,Cluster III,3917.775618,3013.032558,3314.118292,3323.503906,2225.797037,3150.194466,4367.223486,5358.97363,4751.352656,4967.941831,353.0622569
TCGA.44.5643.01,Cluster III,3837.173957,3610.834346,2797.398323,3237.23428,2824.702165,2866.381489,4630.096895,3974.912859,4748.741952,4625.139157,-1176.293436
TCGA.44.A4SS.01,Cluster III,3786.797776,3113.898956,3315.770219,3291.87111,2498.452379,3193.299617,4335.905115,4562.003268,4723.766951,4769.546162,441.6239304
TCGA.49.4494.01,Cluster III,3078.683654,2940.765003,2740.543306,3113.700218,1998.073492,2699.07774,3586.613014,4240.744893,4549.866445,4442.657656,-266.0161234
TCGA.49.4506.01,Cluster III,3278.260287,2769.99718,2735.431986,3015.107327,2085.736668,2618.529241,3922.352508,4320.96735,3848.430375,4276.224697,3241.857214
TCGA.49.4507.01,Cluster III,3262.288911,2797.192165,2865.403525,2914.693712,2172.457617,2544.629578,3823.117887,4239.593566,4454.926725,4150.026129,2807.051641
TCGA.49.6761.01,Cluster III,3165.481111,2945.609575,3176.138658,3067.069629,2300.514273,3221.940438,4063.938758,4346.566246,4793.221144,4881.973748,6.881442019
TCGA.49.AAR3.01,Cluster III,3570.002812,3083.172241,3224.146729,3131.428688,2193.450038,3084.411233,3996.457,4928.874734,4865.758541,4564.856774,2633.329467
TCGA.49.AAR9.01,Cluster III,3654.490702,3464.846861,2935.626972,3393.842924,2743.607633,2911.95982,3996.714207,3986.836558,5188.4758,4615.098868,-1652.145865
TCGA.50.5066.01,Cluster III,3890.548595,2714.443158,2861.940168,3105.345555,1861.161245,2820.03682,3895.359624,4317.010342,3471.755174,4333.272287,4061.042638
TCGA.50.5931.01,Cluster III,3376.167158,3180.989514,3196.221004,3558.912437,2704.806456,2699.285017,4586.178011,3455.46891,4940.8877,4790.220019,-2892.983318
TCGA.50.6590.01,Cluster III,4270.600151,3483.829919,3262.865138,3619.441036,2530.035978,3132.702621,4423.479411,4418.744074,5032.971737,5018.133334,222.1530782
TCGA.50.6595.01,Cluster III,5113.52169,3701.829336,3647.398198,4073.817978,2758.228797,3442.605381,4455.975705,5018.866451,5206.957529,5010.591834,-1602.780369
TCGA.55.7726.01,Cluster III,5562.600904,4019.742117,3558.021045,4373.647796,3123.854496,3449.65068,4566.215244,4657.351526,4934.3755,4776.785948,-3198.776546
TCGA.55.8090.01,Cluster III,4302.642127,3535.486013,3275.494821,3644.861394,2690.063809,3417.486042,4322.378574,4556.783277,5223.380997,4651.660883,-3366.277869
TCGA.55.8302.01,Cluster III,3053.127735,3006.853062,2871.376888,3160.687874,2419.87739,3008.593916,4012.873308,4115.538859,5018.24053,4572.360961,-1645.529832
TCGA.55.8505.01,Cluster III,4118.0215,3693.268665,3307.19597,3641.021453,2812.090208,3152.440839,4103.738671,4223.802163,5076.672469,5227.283143,-4367.849799
TCGA.55.8511.01,Cluster III,3094.024511,3295.487906,3158.986533,3231.425553,2625.980677,3334.08434,4367.008285,4725.84654,5206.894199,4799.942347,-226.6629474
TCGA.55.8614.01,Cluster III,4864.608598,4049.067428,3538.392687,3885.867242,3360.131625,3474.494883,4435.130823,4702.056063,5518.373155,4749.205891,-2820.971319
TCGA.64.1676.01,Cluster III,3785.589826,2680.585801,2789.158728,3066.62234,1899.77495,2875.65625,3558.083165,4278.444211,3754.353024,4270.426239,578.5671033
TCGA.64.5781.01,Cluster III,4083.150005,3362.875021,3108.423758,3445.698547,2489.289837,3042.434211,4087.332035,4531.964241,4110.181614,4261.109601,3203.54252
TCGA.73.4670.01,Cluster III,3333.948236,3202.8527,2931.864194,3250.064239,2457.35099,2870.260229,4240.209971,4240.820428,4251.225654,4811.601192,-2759.737133
TCGA.75.6214.01,Cluster III,3698.316861,3360.459031,3000.689935,2958.875344,2453.211362,2927.874017,4155.577115,3908.477738,4924.096609,4403.18863,-3019.607573
TCGA.78.7542.01,Cluster III,3327.470363,3047.004797,2999.778626,2877.677139,2055.312701,3011.952986,4086.877906,4468.23651,4544.846551,4647.229114,-1742.694199
TCGA.83.5908.01,Cluster III,3779.331467,3230.024895,3387.327087,3248.507995,2522.613706,3236.374947,4400.253399,4882.896623,4884.817394,4814.770278,3341.1489
TCGA.86.7711.01,Cluster III,3964.877115,3125.458148,3351.346933,3340.094567,2340.115971,3296.35966,4512.362535,4935.186606,4458.453353,5313.248309,-1567.479949
TCGA.86.7953.01,Cluster III,3221.875515,3109.825268,3407.518859,3246.714516,2426.106488,3243.282312,4601.942423,4874.044412,4764.646942,5271.917317,-2084.853767
TCGA.91.6831.01,Cluster III,3918.280619,3470.56899,3072.896554,4073.984614,2640.943088,2962.33944,4372.798516,4299.783233,4855.786477,5109.375736,-1580.967052
TCGA.91.6848.01,Cluster III,4754.389801,3326.515317,3681.953172,3752.801157,2853.273325,3383.862985,4531.981009,4745.907064,4611.394847,5123.311004,-378.6054651
TCGA.91.8499.01,Cluster III,3366.907026,2791.551399,2517.746181,2892.040429,2103.909696,2191.50291,3781.441218,3190.518251,4645.472086,4421.774144,-2120.941492
TCGA.97.8175.01,Cluster III,3788.644279,2961.809559,3095.770125,3308.119852,2026.808443,3227.035736,3997.206693,4643.574472,4685.420511,4765.166845,-3167.776009
TCGA.L9.A5IP.01,Cluster III,3771.080698,3285.17628,3038.925366,3321.016819,2370.458625,2886.850784,4105.090331,4485.116054,4883.271717,4623.354984,-1611.01325
TCGA.MP.A4TC.01,Cluster III,3658.877225,3522.170238,3374.127886,3589.663875,2677.94732,3249.246737,4018.154771,4802.894427,4839.002324,4731.013402,-1713.223529
TCGA.MP.A4TF.01,Cluster III,3696.633914,3296.159341,3081.887358,3293.892225,2423.370552,2984.85815,4260.966096,4198.955085,4923.976536,4706.139966,-2324.331025
TCGA.18.3406.01,Cluster III,4154.821105,2897.381215,2934.054894,3374.104594,2195.756699,2852.901304,4172.210488,4798.901465,3589.826937,4675.92209,-344.6740589
TCGA.18.3407.01,Cluster III,4696.709908,3710.634258,3305.933095,4124.115305,2725.113587,3171.624192,4481.781064,4739.582981,4535.925703,5031.276882,-2059.852567
TCGA.18.3408.01,Cluster III,4581.997924,3476.982706,3039.241374,3818.400321,2730.759759,2700.90713,4436.674627,3602.209927,3809.198918,4671.73997,-1397.453946
TCGA.18.3410.01,Cluster III,3051.932477,3294.88462,3037.356195,3141.243836,2262.14103,2948.858323,4502.053515,5071.535735,3983.744551,4904.892084,1671.889346
TCGA.18.3411.01,Cluster III,5212.166385,3501.829648,3195.500225,3670.990456,2902.073318,2893.942908,4513.156754,4002.896146,4386.222953,4746.824052,-1914.463246
TCGA.18.3412.01,Cluster III,3473.709006,3258.894243,2755.718172,3241.728017,2523.930169,2661.64692,4232.836807,4005.465165,4400.863197,4578.108978,-2769.669533
TCGA.18.3414.01,Cluster III,4641.736323,3562.388999,3182.757319,3614.584202,2831.515945,3165.014752,4330.043876,4441.308699,4399.360367,4636.869843,678.6589775
TCGA.18.3415.01,Cluster III,4601.927713,3246.144753,3069.373619,3496.126112,2534.510473,2925.916652,4302.351626,4643.466978,4291.639005,5006.535904,360.8524905
TCGA.18.3416.01,Cluster III,3513.869464,3364.593772,2950.020765,2794.909408,2647.061809,2741.307337,4322.173735,4574.187166,4445.082439,4844.650094,4727.826269
TCGA.18.3417.01,Cluster III,5266.278557,3700.801173,3329.616547,3802.193252,2785.437982,3237.374606,4414.236855,4823.305227,4621.862542,4797.105112,-1927.366774
